Username,Date,Text,Geo,Hashtags,,,,
 +JennyMerritt1,1/31/17 15:15,"#localgov ? Have strong women on our city councils, as our mayors. Let's vote. Make new legislation. What will you do? #WomensMarch https:// twitter.com/JennyMerritt1/ status/826523419185393665 â€_","Atlanta, GA",#localgov #WomensMarch,,,,
 +pride_drink,1/31/17 15:15,We are committed to a brighter future. A portion of every purchase goes to supporting equality for ALL!! #lgbt #womensmarch #standuptotrump pic.twitter.com/o9oARPLWqd,"Huntington Beach, CA",#lgbt #womensmarch #standuptotrump,,,,
 +iftweeter,1/31/17 15:15,The scale and success of the #WomensMarch was largely due to #Facebook . http:// buff.ly/2jvDnBs pic.twitter.com/fJ2roUaCwP,"London, UK",#WomensMarch #Facebook,,,,
 +Mayzee590,1/31/17 15:13,"#Trump , weak under pressure, caves; wall's future uncertain http://www. msnbc.com/rachel-maddow/ watch/trump-weak-under-pressure-caves-wall-s-future-uncertain-864665155938 â€_ @msnbc #maga #tcot #Resist #TheResistance #WomensMarch",,#Trump #maga #tcot #Resist #TheResistance #WomensMarch,,,,
 +JohnGorman18,1/31/17 15:13,Further evidence #WomensMarch participants have to keep boot heels on these guys' necks https:// twitter.com/huffpostpol/st atus/826523228751482880 â€_,"Washington, DC",#WomensMarch,,,,
 +LDiamond39,1/31/17 15:13,. #USA @#WomensMarch https:// twitter.com/danaceballos8/ status/826523223286091778 â€_,"Buffalo, NY",#USA #WomensMarch,,,,
 +opticalTV,1/31/17 15:13,"Don't hate, appreciate! #womensmarch #thefutureisfemale #appreciate #resist pic.twitter.com/aK0jUYYXwK","California, USA",#womensmarch #thefutureisfemale #appreciate #resist,,,,
 +shannonrwatts,1/31/17 15:12,"Text JOIN to 64433 to act after the #WomensMarch , because gun violence is a women's issue. @MomsDemand #resisttrumptuesday pic.twitter.com/RLvwaJj9wo",,#WomensMarch #resisttrumptuesday,,,,
 +orpheusgrrl,1/31/17 15:12,What @AlexfromPhilly said #WomensMarch #women https:// twitter.com/alexfromphilly /status/826480256345325569 â€_,"Stirling, NJ and New York, NY",#WomensMarch #women,,,,
 +JennyMerritt1,1/31/17 15:11,What will should the #resist movement build up (instead of tearing down) in place of the Trump administration? #WomensMarch #standuptotrump,"Atlanta, GA",#resist #WomensMarch #standuptotrump,,,,
 +jtraill,1/31/17 15:11,The latest Health and Wellness Daily! http:// paper.li/jtraill?editio n_id=6a412e50-e7f1-11e6-af55-0cc47a0d1609 â€_ #womensmarch #msmarches,"ÃœT: 43.186104,-79.966718",#womensmarch #msmarches,,,,
 +El_Mero_Vero,1/31/17 15:10,@realDonaldTrump wont watch and am asking all others not to watch #nastywoman #pantsuitrepublic #Indivisible #WomensMarch #momsdemandaction https:// twitter.com/LKBinNC/status /826521770408689665 â€_,"Texas, USA",#nastywoman #pantsuitrepublic #Indivisible #WomensMarch #momsdemandaction,,,,
 +SmithsonianFolk,1/31/17 15:10,"January news: a #WomensMarch playlist, multilingual film festival, #museumed inspiration, internship opps + more http:// s.si.edu/2jS6wYh pic.twitter.com/4Gy9PPIjCi","Washington, D.C.",#WomensMarch #museumed,,,,
 +EricaChenoweth,1/31/17 15:09,#BlackLivesMatter #WomensMarch women of the @ACLU @NILC_org @FreedomSide @UNITEDWEDREAM & no doubt many in USG working behind the scenes 2/2,"Denver, CO",#BlackLivesMatter #WomensMarch,,,,
 +First100Ways,1/31/17 15:09,Looking for something to do after the #WomensMarch ? Consider donating a book with @First100Ways to empower young girls to dream big #Day12,United States,#WomensMarch #Day12,,,,
 +JadziaDax2017,1/31/17 15:09,One of my favorite protest signs. @RBraceySherman really knows how to pen a good one! #WomensMarch #TheResistance #Resist #HumanRights #HRC pic.twitter.com/6LrZQJpWlz,GeeksResist HQ,#WomensMarch #TheResistance #Resist #HumanRights #HRC,,,,
 +btxcgnbv,1/31/17 15:07,Ask Sessions More Questions https://www. aclu.org/feature/ask-se ssions-more-questions â€_ #womensmarchlondon #StopSessions #TheResistance #womensmarch vÃ_a @aclu pic.twitter.com/n4O48IPnqx,,#womensmarchlondon #StopSessions #TheResistance #womensmarch,,,,
 +SammyPlatt,1/31/17 15:07,When a white man who statistically hasn't experienced much inequality criticizes the #WomensMarch and #MuslimBanProtest ... #WeMarchOn,"Manchester, England",#WomensMarch #MuslimBanProtest #WeMarchOn,,,,
 +FranklyHowItIs,1/31/17 15:05,#womensmarchlondon #WomensMarchOnWashington #womensmarchseattle #womensmarch #WomenMarch #protest #BuildThatWall #Nastywomeneverywhere pic.twitter.com/sbQeC1FWBz,,#womensmarchlondon #WomensMarchOnWashington #womensmarchseattle #womensmarch #WomenMarch #protest #BuildThatWall #Nastywomeneverywhere,,,,
 +liza_otay,1/31/17 15:05,"#womensmarch , #indivisible , #NoWallNoBan https:// twitter.com/AtlantaMarch/s tatus/826514341742653440 â€_","My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#womensmarch #indivisible #NoWallNoBan,,,,
 +AshMarron,1/31/17 15:04,Made the Cork Independent! Thanks @caitrionamarron for a top notch article #womensmarch http:// ift.tt/2jzJxAm pic.twitter.com/LEmmSCVCFK,San Francisco,#womensmarch,,,,
 +karinlach,1/31/17 15:04,"MILCK - Quiet"" (feat. the #ICANTKEEPQUIET Choir) #WomensMarch https:// youtu.be/QZD05-ZvQFs via @YouTube""",Vienna,#ICANTKEEPQUIET #WomensMarch,,,,
 +p2leaderlab,1/31/17 15:04,5 lessons from the #WomensMarch : https://www. theguardian.com/lifeandstyle/2 017/jan/29/five-things-i-learned-on-the-womens-march-protesting-against-donald-trump â€_,"Portland, Oregon",#WomensMarch,,,,
 +WilderUtopia,1/31/17 15:04,Trump Resistance is Born: People Unite for a Better Tomorrow - Photos of US Protests #womensmarch #disruptj20 http:// buff.ly/2j7tmNW pic.twitter.com/0kPGJeGCf0,"Los Angeles, California",#womensmarch #disruptj20,,,,
 +WomenTIES,1/31/17 15:03,#womensmarch Keep up the good work! Dems delay committee vote on Sessions AG nomination @CNNPolitics http:// cnn.it/2jQiGDK,Central New York,#womensmarch,,,,
 +dzongsar,1/31/17 15:03,#womensmarch https:// twitter.com/chriskellyink/ status/824853353830035456 â€_,,#womensmarch,,,,
 +oParasiteSingle,1/31/17 15:03,Skywriter scrawls â€˜Trumpâ€™ across Sydney sky during #WomensMarch - mr-cappadocia: dontneedfeminism2:... https:// tmblr.co/ZEsTkx2HuKQjC,"Carterville, Illinois, USA",#WomensMarch,,,,
 +VSHLogan,1/31/17 15:03,#WomensMarch Share and RT: https:// twitter.com/aclu/status/82 6508539535441920 â€_,,#WomensMarch,,,,
 +ElMenjivar,1/31/17 15:02,Una lectura antropomÃ©trica de la #WomensMarch . Muy Ãºtil trabajo de @rossanareguillo @Signa_Lab @terceraviamx http:// terceravia.mx/2017/01/womens march-redes-calles-la-busqueda-del/ â€_,San Salvador,#WomensMarch,,,,
 +VSHLogan,1/31/17 15:02,#WomensMarch Share and RT: https:// twitter.com/aclu/status/82 6504419789402113 â€_,,#WomensMarch,,,,
 +PicassoGirls,1/31/17 15:02,"Some women are pretty, but they have no edge. So All we need is to find our right edge, right niche. #WomensMarch #GirlPower#cosmopolitan pic.twitter.com/YgCqxXlYG2",,#WomensMarch #GirlPower #cosmopolitan,,,,
 +SeeDaneRun,1/31/17 15:02,"Poor @RepDaveBrat is bothered by women being in his grill."" It really sucks to have to listen to your constituents. #WomensMarch pic.twitter.com/PxPauYcMtn""","Austin, TX",#WomensMarch,,,,
 +Library10000,1/31/17 15:02,"#Trump =threat2Establishment cuz hes Anti-Corporate Trade Deals, Anti-Regime Change Wars,Anti-Offshoring. #WomensMarch #MuslimBan #Resistance https:// twitter.com/JustinRaimondo /status/826416572440989696 â€_","Brooklyn, NY",#Trump #WomensMarch #MuslimBan #Resistance,,,,
 +VSHLogan,1/31/17 15:02,#WomensMarch Share and RT: https:// twitter.com/aclu/status/82 6495483686297604 â€_,,#WomensMarch,,,,
 +EdanClay,1/31/17 15:01,This is how it starts: https:// thinkprogress.org/anti-protest-l egislation-2afe0d59360a#.cer0sf5er â€_ #resisttrumptuesday #StopPresidentBannon #StopTheCoup #WomensMarch,"California, USA",# #resisttrumptuesday #StopPresidentBannon #StopTheCoup #WomensMarch,,,,
 +NotAlbertoCox,1/31/17 15:01,... and then trying to both jump into #WomensMarch while pussyfooting at the same time...,,#WomensMarch,,,,
 +LunaMoon137,1/31/17 15:01,BEST @NewYorker COVER EVER! #WomensMarch #RESIST #NotMyPresident #NoBanNoWall #StopPresidentBannon #MelaniasPapers pic.twitter.com/MvqZEuE5ST,"Princeton, NJ",#WomensMarch #RESIST #NotMyPresident #NoBanNoWall #StopPresidentBannon #MelaniasPapers,,,,
 +colleenhagerty,1/31/17 15:01,I spoke with @MILCKMUSIC about her viral #WomensMarch performance and what's next for the #ICantKeepQuiet movement https:// twitter.com/nowthisnews/st atus/826512637101944832 â€_,"Washington, DC",#WomensMarch #ICantKeepQuiet,,,,
 +DarrenOfAlbany,1/31/17 15:01,@lilyallen Thoughts please Lefty Lil? #WomensMarch #Brexit #RealTruth pic.twitter.com/2VinFryTcg,Old Kent Rd To Mayfair,#WomensMarch #Brexit #RealTruth,,,,
 +Gardens4Health,1/31/17 15:01,The #womensmarch was about more than politics. It was about defending and respecting womens rights around the world http://www. gardensforhealth.org/global-womens- march-means-ghi/ â€_,Rwanda,#womensmarch,,,,
 +city_paper,1/31/17 15:00,"In Field Tripping, @kdrabinski writes about her experience at the #WomensMarch : http:// ow.ly/psfC308lHah","Baltimore, MD",#WomensMarch,,,,
 +AICGS,1/31/17 15:00,The #WomensMarch sparked sister marches across #Germany . How did they compare across the Atlantic? #AICGSinsights http:// ow.ly/y8Dt308xEk6 pic.twitter.com/Xpzd9DxKsj,"Washington, DC",#WomensMarch #Germany #AICGSinsights,,,,
 +DMacDaddy300,1/31/17 15:00,#womensmarch pic.twitter.com/cJMQnuJevV,USA,#womensmarch,,,,
 +FeVdays,1/31/17 15:00,"#WomensMarch Hebdo #FeVdays No 43  @B3infos http:// isyview.com/2017/01/27/wom ensmarch-hebdo-fevdays-43/ â€_ pic.twitter.com/XrVEPViuHN #WomensMarch #WomenMarch""",,#WomensMarch #FeVdays #WomensMarch #WomenMarch,,,,
 +PsychedinSF,1/31/17 15:00,"After the Women's March, What Do the Men Do Now? http:// buff.ly/2kQch8S #womensmarch #quote #patriarcy #psychedsf pic.twitter.com/qrT4KxamoS","San Francisco, CA",#womensmarch #quote #patriarcy #psychedsf,,,,
 +MaryPatriotNews,1/31/17 15:00,#FeministToDoList #WakeUp ! PLZ STOP DESTROYING #MEN ! #WhyIMarched #womensmarch #women #feminism @cnnpolitics @foxnews @AP @realDonaldTrump pic.twitter.com/9utvEsa3DZ,"Glens Falls, NY",#FeministToDoList #WakeUp #MEN #WhyIMarched #womensmarch #women #feminism,,,,
 +Brighouse_Echo,1/31/17 15:00,Twenty four #Calderdale residents joined the Womenâ€™s March in London last week to stand up for equality #WomensMarch http:// tinyurl.com/h55hpnr pic.twitter.com/hy3qZFgvUm,"Brighouse, West Yorkshire, UK",#Calderdale #WomensMarch,,,,
 +ReporterAbigail,1/31/17 15:00,Twenty four #Calderdale residents joined the Womenâ€™s March in London last week to stand up for equality #WomensMarch http:// tinyurl.com/jcfevsw pic.twitter.com/vyBNABJ5EQ,Yorkshire and The Humber,#Calderdale #WomensMarch,,,,
 +HebdenBrTimes,1/31/17 15:00,Twenty four #Calderdale residents joined the Womenâ€™s March in London last week to stand up for equality #WomensMarch http:// tinyurl.com/j4bp9yz pic.twitter.com/TWoyVtcXjh,Hebden Bridge,#Calderdale #WomensMarch,,,,
 +TodmordenNews1,1/31/17 15:00,Twenty four #Calderdale residents joined the Womenâ€™s March in London last week to stand up for equality #WomensMarch http:// tinyurl.com/j42hnwm pic.twitter.com/65UgMy8XfO,Todmorden,#Calderdale #WomensMarch,,,,
 +HXCourier,1/31/17 15:00,Twenty four #Calderdale residents joined the Womenâ€™s March in London last week to stand up for equality #WomensMarch http:// tinyurl.com/jcfevsw pic.twitter.com/K7z2Qxzm4r,"Halifax, West Yorkshire, UK",#Calderdale #WomensMarch,,,,
 +thomasj17431826,1/31/17 14:59,MUST SEE VIDEO: Osama bin Laden crosses border from Mexico to US http:// projectveritas.com/2014/08/11/jam es-okeefe-as-osama-bin-laden-crosses-border-from-mexico-to-us/ â€_ #BuildTheWall #TrumpProtest #WomensMarch #Democrats,,#BuildTheWall #TrumpProtest #WomensMarch #Democrats,,,,
 +DMacDaddy300,1/31/17 14:59,#womensmarch pic.twitter.com/0aNnbKYPbB,USA,#womensmarch,,,,
 +BeKindOkk,1/31/17 14:58,@realDonaldTrump TURNING THE USA INTO A REALITY TV SHOW #ImpeachTrump #NoPresidentBannon #resist #WomensMarch #impeach,,#ImpeachTrump #NoPresidentBannon #resist #WomensMarch #impeach,,,,
 +Jakesnewsfeed,1/31/17 14:58,Women be crazy. Crazy tough! #WomensMarch,"Chicago, IL",#WomensMarch,,,,
 +Charliec2ndward,1/31/17 14:58,#Freedom #MniWiconi #WomensMarch #LovetrumpsHate #RESIST https:// twitter.com/nprpolitics/st atus/826497806173032448 â€_,"Spring/Houston,Texas",#Freedom #MniWiconi #WomensMarch #LovetrumpsHate #RESIST,,,,
 +slanderson89,1/31/17 14:57,@KamalaHarris expect a few letters from me and my friends soon. Thank you for continuing to stand up for us #womensmarch #10actions100days pic.twitter.com/RdqCmnFwHx,,#womensmarch #10actions100days,,,,
 +Adampdx,1/31/17 14:57,95% of the folks protesting at #WomensMarch & #MuslimBan protests were @SenSanders supporters then & @SenSanders supporters now https:// twitter.com/LukewSavage/st atus/826518038434476037 â€_,Portland OR,#WomensMarch #MuslimBan,,,,
 +tristanbphd,1/31/17 14:57,ICYMI My post w/ @ToberTara on how they estimated the size of the #WomensMarch is up at @PacificStand now as well https:// psmag.com/was-the-womens -march-the-largest-mass-protest-in-american-history-63a516d0d46c#.l12scem27 â€_,,#WomensMarch #,,,,
 +PamUnplugged,1/31/17 14:57,@KatyTurNBC Keep standing up to Greta who spins alt reality @MSNBC Joy-Ann Reid no-spin commentary #TrumpLeaks #theresistance #womensmarch,Connecticut,#TrumpLeaks #theresistance #womensmarch,,,,
 +towncrier1969,1/31/17 14:56,@GigiTracyXO #womensmarch pic.twitter.com/o7Yi0sd5xb,United States,#womensmarch,,,,
 +constancethayer,1/31/17 14:56,@JudgeEckhardt : This is unbelievable. Aren't judges supposed to leave their biases at the door? #TravisCounty #Texas #Eckhardt #womensmarch https:// twitter.com/rambobiggs/sta tus/826196086771445760 â€_,,#TravisCounty #Texas #Eckhardt #womensmarch,,,,
 +petdoc10,1/31/17 14:55,Viagra is a lifestyle choice only. Family planning is true healthcare savings. #resist #WomensMarch,Tampa Bay Area Florida,#resist #WomensMarch,,,,
 +DrJayagopal,1/31/17 14:55,I'm proud to stand in #solidarity with #womensmarch activists fighting for freedom. Join us: https://www. change.org/p/urge-india-s -prime-minister-modi-to-end-sexual-assault-and-harassment-of-women-and-girls â€_ @narendramodi #india,"New York, USA",#solidarity #womensmarch #india,,,,
 +USA_3_Percenter,1/31/17 14:55,#TuesdayMotivation #TrumpTrain #FakeWallFacts #FakePresident #WomensMarch #TrumpTravelBan #abcnews #FoxNews #Democrats #hillary_clinton :),Chappaqua Woods,#TuesdayMotivation #TrumpTrain #FakeWallFacts #FakePresident #WomensMarch #TrumpTravelBan #abcnews #FoxNews #Democrats #hillary_clinton,,,,
 +LezaCantoral,1/31/17 14:55,This is what the women's march is like for someone with anxiety #WomensMarch @yesclash @PatriciaGrisafi https:// yesclash.com/2017/01/31/i-h ave-an-anxiety-disorder-here-is-what-my-womens-march-experience-was-like/ â€_ pic.twitter.com/m5SWys3hIz,CLASH Books,#WomensMarch,,,,
 +liza_otay,1/31/17 14:54,#Germany #WeThePeople love you. Trump is an idiot. #womensmarch #indivisible https:// twitter.com/kurteichenwald /status/826515590097539072 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#Germany #WeThePeople #womensmarch #indivisible,,,,
 +petdoc10,1/31/17 14:54,Can you show me where the government pays women to kill babies? What statute? Funds? #resist #WomensMarch,Tampa Bay Area Florida,#resist #WomensMarch,,,,
 +BeKindOkk,1/31/17 14:54,@NewsHour @johnthune or they want to SAVE THE WORLD from the lunatics #WomensMarch #NoPresidentBannon #resist,,#WomensMarch #NoPresidentBannon #resist,,,,
 +CtrlAltMegan,1/31/17 14:54,Ya'll know the only brown person @realDonaldTrump puts in office would have to be willing to do some awful shit but #MAGA ! #WomensMarch https:// twitter.com/aerdt/status/8 26518522524205058 â€_,Gallifrey,#MAGA #WomensMarch,,,,
 +BellEarline,1/31/17 14:52,The Republicans have a case of selected amnesia..... #resist #WomensMarch https:// twitter.com/senatedems/sta tus/826488412505042944 â€_,"St Louis, MO",#resist #WomensMarch,,,,
 +veggienut,1/31/17 14:52,"From a dear friend, a powerful post. #whyimarch #WomensMarch #empoweringwomen #icantkeepquiet https:// sparkingpensive.wordpress.com/2017/01/31/ica ntkeepquiet/ â€_ via @wordpressdotcom","Wichita, KS",#whyimarch #WomensMarch #empoweringwomen #icantkeepquiet,,,,
 +cre8ivetype,1/31/17 14:52,#WomensMarch #TheResistance https:// twitter.com/FullFrontalSam B/status/824617909276151808 â€_,"Toronto, Ontario",#WomensMarch #TheResistance,,,,
 +btxcgnbv,1/31/17 14:52,"EACH Woman Act"" to ensure that every person can access abortion care #StopSessions #TheResistance #womensmarch #womensmarchlondon https:// twitter.com/ACLU/status/82 6510576708878337 â€_""",,#StopSessions #TheResistance #womensmarch #womensmarchlondon,,,,
 +renukamendiss,1/31/17 14:51,Don't call women dumb .... #WomensMarch #cdnpoli https:// twitter.com/CBCWindsor/sta tus/826497105053237253 â€_,Toronto,#WomensMarch #cdnpoli,,,,
 +iMickey503,1/31/17 14:51,I liked a @YouTube video from @redpilltweets http:// youtu.be/YlFPww0BAjM?a Feminist at #WomensMarch Gets Taste of Gender Equality After,"Portland, Oregon",#WomensMarch,,,,
 +jackjonesbabe,1/31/17 14:51,"#womensmarch Marchers, we must stop Betsy Devos! Call your Senators http:// thehill.com/homenews/admin istration/317044-senate-committee-approves-devos-nomination â€_",home,#womensmarch,,,,
 +Tim6_20,1/31/17 14:51,All hands on deck! #staymad #resist #indivisible #MENofWM #ScienceMarch #WomensMarch #NoBanNoWall #NoDAPL #BlackLivesMatter #ImpeachTrump https:// twitter.com/captainslog201 7/status/826486798876504065 â€_,At Home,#staymad #resist #indivisible #MENofWM #ScienceMarch #WomensMarch #NoBanNoWall #NoDAPL #BlackLivesMatter #ImpeachTrump,,,,
 +Loriecatorirose,1/31/17 14:51,Watching this NOW #TheResistance #resist #muslimban #BannonPuppet #StopPresidentBannom #WomensMarch https:// twitter.com/640whlo/status /826516874586370048 â€_,,#TheResistance #resist #muslimban #BannonPuppet #StopPresidentBannom #WomensMarch,,,,
 +liza_otay,1/31/17 14:51,#Trump moved into the WH. #womensmarch #maddow https:// twitter.com/theipaper/stat us/826515667335704577 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#Trump #womensmarch #maddow,,,,
 +AnonymousVideo,1/31/17 14:51,â–º #TRUMP Back in the U.S.S.R. â–ºEnemies of the #FreeWorld â–ºJoin the #resistance http:// theamplifierfoundation.org / #WomensMarch #PussyHat #WeThePeople pic.twitter.com/enauMhmBCQ,,#TRUMP #FreeWorld #resistance #WomensMarch #PussyHat #WeThePeople,,,,
 +Kwema_,1/31/17 14:50,There are many reasons. Here you have 5 https:// goo.gl/1j4oKT #EmpowerWomen #EndVAW #WomensRights #WomensMarch #WhyIMarch pic.twitter.com/pBMtkj0fQk,United States,#EmpowerWomen #EndVAW #WomensRights #WomensMarch #WhyIMarch,,,,
 +alamanecer,1/31/17 14:50,Yeah.. It's taking me a minute: #WomensMarch Preview: VLOG https:// youtu.be/peGykAyCqm4 via @YouTube,Florida,#WomensMarch,,,,
 +Bbyyoil,1/31/17 14:50,Some of my favorite signs from the #WomensMarch pic.twitter.com/zi7DZ6jXAn,,#WomensMarch,,,,
 +DaniDeli3,1/31/17 14:50,"So according to Linda Sarsour Mohamed was the first victim of islamophobia"". No wonder she led the #WomensMarch https://www. pinknews.co.uk/2017/01/31/don ald-trump-will-keep-protection-for-lgbt-workers/ â€_""","Sofia, Bulgaria",#WomensMarch,,,,
 +wmsignsbook,1/31/17 14:50,"Pic by Lori Rapp at a sister march in Chillicothe, OH. #womensmarch #womensmarchbook #womensmarchsigns Buy a book: http:// womensmarchbook.com pic.twitter.com/k6YJctR2od",,#womensmarch #womensmarchbook #womensmarchsigns,,,,
 +Bbyyoil,1/31/17 14:49,"NEIGHBOR, YOUR LITTLE SISTER, YOUR BEST FRIENDS BECAUSE WOMENS RIGHTS ARE HUMAN RIGHTS #WomensMarch",,#WomensMarch,,,,
 +Loriecatorirose,1/31/17 14:49,Happening right now. #TheResistance #resist #WomensMarch #muslimban #resistrumptuesday https:// twitter.com/NewsEp24/statu s/826517575416766464 â€_,,#TheResistance #resist #WomensMarch #muslimban #resistrumptuesday,,,,
 +VSHerrmann,1/31/17 14:49,Loving this women's liberation playlist from Smithsonian @Folkways inspired by #WomensMarch http://www. folkways.si.edu/womens-liberat ion/music/playlist/smithsonian#.WJDp6gKxbIk.twitter â€_,NYC | Cambridge | DC,#WomensMarch #,,,,
 +jmec711,1/31/17 14:49,#AnnDonnelly #LeonieBrinkema #AllisonBurroughs #JudithDein #SallyYates Profiles in Courage. Women saving the world. #WomensMarch,"Franklin, VA",#AnnDonnelly #LeonieBrinkema #AllisonBurroughs #JudithDein #SallyYates #WomensMarch,,,,
 +myniyer,1/31/17 14:49,@Lin_Manuel Here's my sign from #WomensMarch . Think it'll get a lot more use in days to come. Thx for inspiring me and my 2 young daughters. pic.twitter.com/jjNba4F9g7,"Phoenix, AZ",#WomensMarch,,,,
 +PollySigh1,1/31/17 14:49,The woman who organized & spoke at the #womensmarch has ties to Hamas & promotes Sharia Law. Your point? https:// twitter.com/MotherJones/st atus/826195257993879554 â€_,USA _Ÿ‡º_Ÿ‡¸,#womensmarch,,,,
 +AmyGrimesSuxx,1/31/17 14:49,Lady Gaga a woman had the lyrics to 'Hey Girl' on her banner at #WomensMarch @ladygaga #JOANNE pic.twitter.com/zH0YY0M8eu,Ireland,#WomensMarch #JOANNE,,,,
 +petdoc10,1/31/17 14:49,Thank you @MaxineWaters for standing up and taking action. #resist #WomensMarch https:// twitter.com/MaxineWaters/s tatus/826224603836067840 â€_,Tampa Bay Area Florida,#resist #WomensMarch,,,,
 +c_barilla,1/31/17 14:49,I'm genuinely afraid of traveling to @Official_GDC & that I will stopped at the US airport for tweeting about #WomensMarch #NoBanNoWall,"Wellington City, New Zealand",#WomensMarch #NoBanNoWall,,,,
 +Valerie33333333,1/31/17 14:49,Well said #boycottHollywood #WomensMarch #WomenMarch #ImmigrantsWelcome https:// twitter.com/bluefishja/sta tus/826516699050545154 â€_,,#boycottHollywood #WomensMarch #WomenMarch #ImmigrantsWelcome,,,,
 +thatbuteraluvs,1/31/17 14:48,#WomensMarch Be safe babes and make us proud!!,"Milan, Lombardy",#WomensMarch,,,,
 +RachelAzzara,1/31/17 14:48,#TheResistance #FearNothing #WomensMarch https:// twitter.com/DavidYankovich /status/826508651913498628 â€_,"St. Louis, MO, USA",#TheResistance #FearNothing #WomensMarch,,,,
 +Advantage4actor,1/31/17 14:48,#ShariaLaw = #Opposite of #womensrightsarehumanrights . #WomensMarch #womensmarchseattle #womensmarchlondon #AmericaFirst #BanIslam https:// twitter.com/MissLizzyNJ/st atus/826423465716674560 â€_,,#ShariaLaw #Opposite #womensrightsarehumanrights #WomensMarch #womensmarchseattle #womensmarchlondon #AmericaFirst #BanIslam,,,,
 +2017Veritas,1/31/17 14:47,@DailyMailUK @dailyexpressuk @TheSun @Daily_Telegraph #CNN #WomensMarch #womensmarchlondon #WomensMarchOnWashington #ImWithHer #Hillary #USA https:// twitter.com/pablothehat/st atus/826412086897033216 â€_,"Wales, UK",#CNN #WomensMarch #womensmarchlondon #WomensMarchOnWashington #ImWithHer #Hillary #USA,,,,
 +PVNews1,1/31/17 14:47,Then The Good News http:// peoplesvoice.ca/2017/01/31/the n-the-good-news/ â€_ #WomensMarch pic.twitter.com/tOwFJxa4vR,Canada,#WomensMarch,,,,
 +toocommon15,1/31/17 14:47,"Oh look - all men, once again! #WomensMarch https:// twitter.com/POTUS/status/8 26505081101103104 â€_","Minneapolis, MN",#WomensMarch,,,,
 +meganne121,1/31/17 14:47,"Feminists, #WomensMarch - you really, really need to know this. Please don't get fooled again : https:// twitter.com/WayneDupreeSho w/status/826297703659356161 â€_","Leeds, England",#WomensMarch,,,,
 +MaryannKay,1/31/17 14:47,#WomensMarch make it equal men wearing #penis hats pic.twitter.com/uJX1ojP2T2,Big Bang,#WomensMarch #penis,,,,
 +JadziaDax2017,1/31/17 14:47,Hello @TheAngryindian @CaptainsLog2017 I'm the one w/ the bongo dread sticking out of my Indian Jones hat. #WomensMarch #NOLA,GeeksResist HQ,#WomensMarch #NOLA,,,,
 +sfchronicle,1/31/17 14:47,Why they marched: Portraits in the power of pink. #WomensMarch via @gabriellelurie http://www. sfchronicle.com/pink-hat-portr aits â€_ pic.twitter.com/1JEL2MrBND,"San Francisco, CA",#WomensMarch,,,,
 +GARY1010,1/31/17 14:46,One word describes the #WomensMarch Protest of #SenJeffSessions For #AG : SAD! http:// ln.is/com/4u5Yk,"ELLWOOD CITY, PA. 16117",#WomensMarch #SenJeffSessions #AG,,,,
 +PascoRevolution,1/31/17 14:46,ProgressiveArmy: RT TeresaMayNot: The America Yet to Be: Lessons from #WomensMarch & Trumpâ€™s 1st Week in Office by SawlSceadu â€_,"Land O' Lakes, FL",#WomensMarch,,,,
 +Rico_Almighty,1/31/17 14:45,Want some #TuesdayMotivation listen to my podcast about the #WomensMarch #Eminem and WhitePriviledge on Google Play https:// play.google.com/music/m/Dusflf tak4wscfrc62exyacqdju?t=Farewell_Obama-Feel_Free_2_Disagree_Podcast â€_,"Jamaica W.I âœˆï¸è Jamaica, Queens",#TuesdayMotivation #WomensMarch #Eminem,,,,
 +BadIdeasVs,1/31/17 14:45,Ann Widdecombe Calls #WomensMarch 'Pathetic' | No-nonsense female ex-politician calls bullshit on #feminist myths https:// goo.gl/KXDKPI,,#WomensMarch #feminist,,,,
 +CtrlAltMegan,1/31/17 14:45,Guys OMG Get the number for the Mar A Lago Resort and ask to be connected to the Winter White House! #WomensMarch,Gallifrey,#WomensMarch,,,,
 +MelissaCurtis21,1/31/17 14:45,#WomensMarch is a march for all. https://www. theodysseyonline.com/thoughts-notmy march â€_,"Cedar Falls, IA",#WomensMarch,,,,
 +UrbaneBox,1/31/17 14:45,#goodmorning What's in your UrbaneBox this month? #urbanebox #urbane #boots #womensmarch #womenstyle ... http:// fb.me/11nU0oc8v,"Durham, NC",#goodmorning #urbanebox #urbane #boots #womensmarch #womenstyle,,,,
 +UrbaneBox,1/31/17 14:45,#goodmorning What's in your UrbaneBox this month? #urbanebox #urbane #boots #womensmarch â€_ https://www. instagram.com/p/BP8OH0sD6xF/,"Durham, NC",#goodmorning #urbanebox #urbane #boots #womensmarch,,,,
 +Library10000,1/31/17 14:44,#WOmensMarch #MuslimBan #PBS #MSNBC #Resist #Resistance #DemocracyNow https:// twitter.com/wikileaks/stat us/825901888017199105 â€_,"Brooklyn, NY",#WOmensMarch #MuslimBan #PBS #MSNBC #Resist #Resistance #DemocracyNow,,,,
